pokemon_id,pokemon_name,form
133,Eevee,Normal
134,Vaporeon,Normal
135,Jolteon,Normal
136,Flareon,Normal
137,Porygon,Normal
138,Omanyte,Normal
139,Omastar,Normal
140,Kabuto,Normal
141,Kabutops,Normal
142,Aerodactyl,Normal
142,Aerodactyl,Summer_2023
143,Snorlax,Normal
143,Snorlax,Wildarea_2024
144,Articuno,Galarian
144,Articuno,Normal
145,Zapdos,Galarian
145,Zapdos,Normal
146,Moltres,Galarian
146,Moltres,Normal
147,Dratini,Normal
148,Dragonair,Normal
149,Dragonite,Normal
150,Mewtwo,A
150,Mewtwo,Normal
151,Mew,Normal
152,Chikorita,Normal
153,Bayleef,Normal
154,Meganium,Normal
155,Cyndaquil,Normal
156,Quilava,Normal
157,Typhlosion,Hisuian
157,Typhlosion,Normal
158,Totodile,Normal
159,Croconaw,Normal
160,Feraligatr,Normal
161,Sentret,Normal
162,Furret,Normal
163,Hoothoot,Normal
164,Noctowl,Normal
165,Ledyba,Normal
166,Ledian,Normal
167,Spinarak,Normal
168,Ariados,Normal
169,Crobat,Normal
170,Chinchou,Normal
171,Lanturn,Normal
172,Pichu,Normal
173,Cleffa,Normal
174,Igglybuff,Normal
175,Togepi,Normal
176,Togetic,Normal
177,Natu,Normal
178,Xatu,Normal
179,Mareep,Normal
180,Flaaffy,Normal
181,Ampharos,Normal
182,Bellossom,Normal
183,Marill,Normal
184,Azumarill,Normal
185,Sudowoodo,Normal
186,Politoed,Normal
187,Hoppip,Normal
188,Skiploom,Normal
189,Jumpluff,Normal
190,Aipom,Normal
191,Sunkern,Normal
192,Sunflora,Normal
193,Yanma,Normal
194,Wooper,Normal
194,Wooper,Paldea
195,Quagsire,Normal
196,Espeon,Gofest_2024_sscarf
196,Espeon,Normal
197,Umbreon,Gofest_2024_mscarf
197,Umbreon,Normal
198,Murkrow,Normal
199,Slowking,2022
199,Slowking,Galarian
199,Slowking,Normal
200,Misdreavus,Normal
201,Unown,A
201,Unown,B
201,Unown,C
201,Unown,D
201,Unown,E
201,Unown,Exclamation_point
201,Unown,F
201,Unown,G
201,Unown,H
201,Unown,I
201,Unown,J
201,Unown,K
201,Unown,L
201,Unown,M
201,Unown,N
201,Unown,O
201,Unown,P
201,Unown,Q
201,Unown,Question_mark
201,Unown,R
201,Unown,S
201,Unown,T
201,Unown,U
201,Unown,V
201,Unown,W
201,Unown,X
201,Unown,Y
201,Unown,Z
202,Wobbuffet,Normal
203,Girafarig,Normal
204,Pineco,Normal
205,Forretress,Normal
206,Dunsparce,Normal
207,Gligar,Normal
208,Steelix,Normal
209,Snubbull,Normal
210,Granbull,Normal
211,Qwilfish,Hisuian
211,Qwilfish,Normal
212,Scizor,Normal
213,Shuckle,Normal
214,Heracross,Normal
215,Sneasel,Hisuian
215,Sneasel,Normal
216,Teddiursa,Normal
217,Ursaring,Normal
218,Slugma,Normal
219,Magcargo,Normal
220,Swinub,Normal
221,Piloswine,Normal
222,Corsola,Galarian
222,Corsola,Normal
223,Remoraid,Normal
224,Octillery,Normal
225,Delibird,Normal
225,Delibird,Winter_2020
226,Mantine,Normal
227,Skarmory,Normal
228,Houndour,Normal
229,Houndoom,Normal
230,Kingdra,Normal
231,Phanpy,Normal
232,Donphan,Normal
233,Porygon2,Normal
234,Stantler,Normal
235,Smeargle,Normal
236,Tyrogue,Normal
237,Hitmontop,Normal
238,Smoochum,Normal
239,Elekid,Normal
240,Magby,Normal
241,Miltank,Normal
242,Blissey,Normal
243,Raikou,Normal
243,Raikou,S
244,Entei,Normal
244,Entei,S
245,Suicune,Normal
245,Suicune,S
246,Larvitar,Normal
247,Pupitar,Normal
248,Tyranitar,Normal
249,Lugia,Normal
249,Lugia,S
250,Ho-Oh,Normal
250,Ho-Oh,S
251,Celebi,Normal
252,Treecko,Normal
253,Grovyle,Normal
254,Sceptile,Normal
255,Torchic,Normal
256,Combusken,Normal
257,Blaziken,Normal
258,Mudkip,Normal
259,Marshtomp,Normal
260,Swampert,Normal
261,Poochyena,Normal
262,Mightyena,Normal
263,Zigzagoon,Galarian
263,Zigzagoon,Normal
264,Linoone,Galarian
264,Linoone,Normal
265,Wurmple,Normal
266,Silcoon,Normal
267,Beautifly,Normal
268,Cascoon,Normal
269,Dustox,Normal
270,Lotad,Normal
271,Lombre,Normal
272,Ludicolo,Normal
273,Seedot,Normal
274,Nuzleaf,Normal
275,Shiftry,Normal
276,Taillow,Normal
277,Swellow,Normal
278,Wingull,Normal
279,Pelipper,Normal
280,Ralts,Normal
281,Kirlia,Normal
282,Gardevoir,Normal
283,Surskit,Normal
284,Masquerain,Normal
285,Shroomish,Normal
286,Breloom,Normal
287,Slakoth,Normal
288,Vigoroth,Normal
289,Slaking,Normal
290,Nincada,Normal
291,Ninjask,Normal
292,Shedinja,Normal
293,Whismur,Normal
294,Loudred,Normal
295,Exploud,Normal
296,Makuhita,Normal
297,Hariyama,Normal
298,Azurill,Normal
299,Nosepass,Normal
300,Skitty,Normal
301,Delcatty,Normal
302,Sableye,Costume_2020
302,Sableye,Normal
303,Mawile,Normal
304,Aron,Normal
305,Lairon,Normal
306,Aggron,Normal
307,Meditite,Normal
308,Medicham,Normal
309,Electrike,Normal
310,Manectric,Normal
311,Plusle,Normal
312,Minun,Normal
313,Volbeat,Normal
314,Illumise,Normal
315,Roselia,Normal
316,Gulpin,Normal
317,Swalot,Normal
318,Carvanha,Normal
319,Sharpedo,Normal
320,Wailmer,Normal
321,Wailord,Normal
322,Numel,Normal
323,Camerupt,Normal
324,Torkoal,Normal
325,Spoink,Normal
326,Grumpig,Normal
327,Spinda,00
327,Spinda,01
327,Spinda,02
327,Spinda,03
327,Spinda,04
327,Spinda,05
327,Spinda,06
327,Spinda,07
327,Spinda,08
327,Spinda,09
327,Spinda,10
327,Spinda,11
327,Spinda,12
327,Spinda,13
327,Spinda,14
327,Spinda,15
327,Spinda,16
327,Spinda,17
327,Spinda,18
327,Spinda,19
328,Trapinch,Normal
329,Vibrava,Normal
330,Flygon,Normal
331,Cacnea,Normal
332,Cacturne,Normal
333,Swablu,Normal
334,Altaria,Normal
335,Zangoose,Normal
336,Seviper,Normal
337,Lunatone,Normal
338,Solrock,Normal
339,Barboach,Normal
340,Whiscash,Normal
341,Corphish,Normal
342,Crawdaunt,Normal
343,Baltoy,Normal
344,Claydol,Normal
345,Lileep,Normal
346,Cradily,Normal
347,Anorith,Normal
348,Armaldo,Normal
349,Feebas,Normal
350,Milotic,Normal
351,Castform,Normal
351,Castform,Rainy
351,Castform,Snowy
351,Castform,Sunny
352,Kecleon,Normal
353,Shuppet,Normal
354,Banette,Normal
355,Duskull,Normal
356,Dusclops,Normal
357,Tropius,Normal
358,Chimecho,Normal
359,Absol,Normal
360,Wynaut,Normal
361,Snorunt,Normal
362,Glalie,Normal
363,Spheal,Normal
364,Sealeo,Normal
365,Walrein,Normal
366,Clamperl,Normal
367,Huntail,Normal
368,Gorebyss,Normal
369,Relicanth,Normal
370,Luvdisc,Normal
371,Bagon,Normal
372,Shelgon,Normal
373,Salamence,Normal
374,Beldum,Normal
375,Metang,Normal
376,Metagross,Normal
377,Regirock,Normal
378,Regice,Normal
379,Registeel,Normal
380,Latias,Normal
380,Latias,S
381,Latios,Normal
381,Latios,S
382,Kyogre,Normal
383,Groudon,Normal
384,Rayquaza,Normal
385,Jirachi,Normal
386,Deoxys,Attack
386,Deoxys,Defense
386,Deoxys,Normal
386,Deoxys,Speed
387,Turtwig,Normal
388,Grotle,Normal
389,Torterra,Normal
390,Chimchar,Normal
391,Monferno,Normal
392,Infernape,Normal
393,Piplup,Normal
394,Prinplup,Normal
395,Empoleon,Normal
396,Starly,Normal
397,Staravia,Normal
398,Staraptor,Normal
399,Bidoof,Normal
400,Bibarel,Normal
401,Kricketot,Normal
402,Kricketune,Normal
403,Shinx,Normal
404,Luxio,Normal
405,Luxray,Normal
406,Budew,Normal
407,Roserade,Normal
408,Cranidos,Normal
409,Rampardos,Normal
410,Shieldon,Normal
411,Bastiodon,Normal
412,Burmy,Plant
412,Burmy,Sandy
412,Burmy,Trash
413,Wormadam,Plant
413,Wormadam,Sandy
413,Wormadam,Trash
414,Mothim,Normal
415,Combee,Normal
416,Vespiquen,Normal
417,Pachirisu,Normal
418,Buizel,Normal
419,Floatzel,Normal
420,Cherubi,Normal
421,Cherrim,Overcast
421,Cherrim,Sunshine
422,Shellos,East_sea
422,Shellos,West_sea
423,Gastrodon,East_sea
423,Gastrodon,West_sea
424,Ambipom,Normal
425,Drifloon,Normal
426,Drifblim,Normal
427,Buneary,Normal
428,Lopunny,Normal
429,Mismagius,Normal
430,Honchkrow,Normal
431,Glameow,Normal
432,Purugly,Normal
433,Chingling,Normal
434,Stunky,Normal
435,Skuntank,Normal
436,Bronzor,Normal
437,Bronzong,Normal
438,Bonsly,Normal
439,Mime Jr.,Normal
440,Happiny,Normal
441,Chatot,Normal
442,Spiritomb,Normal
443,Gible,Normal
444,Gabite,Normal
445,Garchomp,Normal
446,Munchlax,Normal
447,Riolu,Normal
448,Lucario,Normal
449,Hippopotas,Normal
450,Hippowdon,Normal
451,Skorupi,Normal
452,Drapion,Normal
453,Croagunk,Normal
454,Toxicroak,Normal
455,Carnivine,Normal
456,Finneon,Normal
457,Lumineon,Normal
458,Mantyke,Normal
459,Snover,Normal
460,Abomasnow,Normal
461,Weavile,Normal
462,Magnezone,Normal
463,Lickilicky,Normal
464,Rhyperior,Normal
465,Tangrowth,Normal
466,Electivire,Normal
467,Magmortar,Normal
468,Togekiss,Normal
469,Yanmega,Normal
470,Leafeon,Normal
471,Glaceon,Normal
472,Gliscor,Normal
473,Mamoswine,Normal
474,Porygon-Z,Normal
475,Gallade,Normal
476,Probopass,Normal
477,Dusknoir,Normal
478,Froslass,Normal
479,Rotom,Fan
479,Rotom,Frost
479,Rotom,Heat
479,Rotom,Mow
479,Rotom,Normal
479,Rotom,Wash
480,Uxie,Normal
481,Mesprit,Normal
482,Azelf,Normal
483,Dialga,Normal
483,Dialga,Origin
484,Palkia,Normal
484,Palkia,Origin
485,Heatran,Normal
486,Regigigas,Normal
487,Giratina,Altered
487,Giratina,Origin
488,Cresselia,Normal
489,Phione,Normal
490,Manaphy,Normal
491,Darkrai,Normal
492,Shaymin,Land
492,Shaymin,Sky
493,Arceus,Bug
493,Arceus,Dark
493,Arceus,Dragon
493,Arceus,Electric
493,Arceus,Fairy
493,Arceus,Fighting
493,Arceus,Fire
493,Arceus,Flying
493,Arceus,Ghost
493,Arceus,Grass
493,Arceus,Ground
493,Arceus,Ice
493,Arceus,Normal
493,Arceus,Poison
493,Arceus,Psychic
493,Arceus,Rock
493,Arceus,Steel
493,Arceus,Water
494,Victini,Normal
495,Snivy,Normal
496,Servine,Normal
497,Serperior,Normal
498,Tepig,Normal
499,Pignite,Normal
500,Emboar,Normal
501,Oshawott,Normal
502,Dewott,Normal
503,Samurott,Hisuian
503,Samurott,Normal
504,Patrat,Normal
505,Watchog,Normal
506,Lillipup,Normal
507,Herdier,Normal
508,Stoutland,Normal
509,Purrloin,Normal
510,Liepard,Normal
511,Pansage,Normal
512,Simisage,Normal
513,Pansear,Normal
514,Simisear,Normal
515,Panpour,Normal
516,Simipour,Normal
517,Munna,Normal
518,Musharna,Normal
519,Pidove,Normal
520,Tranquill,Normal
521,Unfezant,Normal
522,Blitzle,Normal
523,Zebstrika,Normal
524,Roggenrola,Normal
525,Boldore,Normal
526,Gigalith,Normal
527,Woobat,Normal
528,Swoobat,Normal
529,Drilbur,Normal
530,Excadrill,Normal
531,Audino,Normal
532,Timburr,Normal
533,Gurdurr,Normal
534,Conkeldurr,Normal
535,Tympole,Normal
536,Palpitoad,Normal
537,Seismitoad,Normal
538,Throh,Normal
539,Sawk,Normal
540,Sewaddle,Normal
541,Swadloon,Normal
542,Leavanny,Normal
543,Venipede,Normal
544,Whirlipede,Normal
545,Scolipede,Normal
546,Cottonee,Normal
547,Whimsicott,Normal
548,Petilil,Normal
549,Lilligant,Hisuian
549,Lilligant,Normal
550,Basculin,Blue_striped
550,Basculin,Red_striped
550,Basculin,White_striped
551,Sandile,Normal
552,Krokorok,Normal
553,Krookodile,Normal
554,Darumaka,Galarian
554,Darumaka,Normal
555,Darmanitan,Galarian_standard
555,Darmanitan,Galarian_zen
555,Darmanitan,Standard
555,Darmanitan,Zen
556,Maractus,Normal
557,Dwebble,Normal
558,Crustle,Normal
559,Scraggy,Normal
560,Scrafty,Normal
561,Sigilyph,Normal
562,Yamask,Galarian
562,Yamask,Normal
563,Cofagrigus,Normal
564,Tirtouga,Normal
565,Carracosta,Normal
566,Archen,Normal
567,Archeops,Normal
568,Trubbish,Normal
569,Garbodor,Normal
570,Zorua,Hisuian
570,Zorua,Normal
571,Zoroark,Hisuian
571,Zoroark,Normal
572,Minccino,Normal
573,Cinccino,Normal
574,Gothita,Normal
575,Gothorita,Normal
576,Gothitelle,Normal
577,Solosis,Normal
578,Duosion,Normal
579,Reuniclus,Normal
580,Ducklett,Normal
581,Swanna,Normal
582,Vanillite,Normal
583,Vanillish,Normal
584,Vanilluxe,Normal
585,Deerling,Autumn
585,Deerling,Spring
585,Deerling,Summer
585,Deerling,Winter
586,Sawsbuck,Autumn
586,Sawsbuck,Spring
586,Sawsbuck,Summer
586,Sawsbuck,Winter
587,Emolga,Normal
588,Karrablast,Normal
589,Escavalier,Normal
590,Foongus,Normal
591,Amoonguss,Normal
592,Frillish,Female
592,Frillish,Normal
593,Jellicent,Female
593,Jellicent,Normal
594,Alomomola,Normal
595,Joltik,Normal
596,Galvantula,Normal
597,Ferroseed,Normal
598,Ferrothorn,Normal
599,Klink,Normal
600,Klang,Normal
601,Klinklang,Normal
602,Tynamo,Normal
603,Eelektrik,Normal
604,Eelektross,Normal
605,Elgyem,Normal
606,Beheeyem,Normal
607,Litwick,Normal
608,Lampent,Normal
609,Chandelure,Normal
610,Axew,Normal
611,Fraxure,Normal
612,Haxorus,Normal
613,Cubchoo,Normal
613,Cubchoo,Winter_2020
614,Beartic,Normal
614,Beartic,Winter_2020
615,Cryogonal,Normal
616,Shelmet,Normal
617,Accelgor,Normal
618,Stunfisk,Galarian
618,Stunfisk,Normal
619,Mienfoo,Normal
620,Mienshao,Normal
621,Druddigon,Normal
622,Golett,Normal
623,Golurk,Normal
624,Pawniard,Normal
625,Bisharp,Normal
626,Bouffalant,Normal
627,Rufflet,Normal
628,Braviary,Hisuian
628,Braviary,Normal
629,Vullaby,Normal
630,Mandibuzz,Normal
631,Heatmor,Normal
632,Durant,Normal
633,Deino,Normal
634,Zweilous,Normal
635,Hydreigon,Normal
636,Larvesta,Normal
637,Volcarona,Normal
638,Cobalion,Normal
639,Terrakion,Normal
640,Virizion,Normal
641,Tornadus,Incarnate
641,Tornadus,Therian
642,Thundurus,Incarnate
642,Thundurus,Therian
643,Reshiram,Normal
644,Zekrom,Normal
645,Landorus,Incarnate
645,Landorus,Therian
646,Kyurem,Black
646,Kyurem,Normal
646,Kyurem,White
647,Keldeo,Ordinary
647,Keldeo,Resolute
648,Meloetta,Aria
648,Meloetta,Pirouette
649,Genesect,Burn
649,Genesect,Chill
649,Genesect,Douse
649,Genesect,Normal
649,Genesect,Shock
650,Chespin,Normal
651,Quilladin,Normal
652,Chesnaught,Normal
653,Fennekin,Normal
654,Braixen,Normal
655,Delphox,Normal
656,Froakie,Normal
657,Frogadier,Normal
658,Greninja,Normal
659,Bunnelby,Normal
660,Diggersby,Normal
661,Fletchling,Normal
662,Fletchinder,Normal
663,Talonflame,Normal
664,Scatterbug,Archipelago
664,Scatterbug,Continental
664,Scatterbug,Elegant
664,Scatterbug,Fancy
664,Scatterbug,Garden
664,Scatterbug,High_plains
664,Scatterbug,Icy_snow
664,Scatterbug,Jungle
664,Scatterbug,Marine
664,Scatterbug,Meadow
664,Scatterbug,Modern
664,Scatterbug,Monsoon
664,Scatterbug,Ocean
664,Scatterbug,Pokeball
664,Scatterbug,Polar
664,Scatterbug,River
664,Scatterbug,Sandstorm
664,Scatterbug,Savanna
664,Scatterbug,Sun
664,Scatterbug,Tundra
665,Spewpa,Archipelago
665,Spewpa,Continental
665,Spewpa,Elegant
665,Spewpa,Fancy
665,Spewpa,Garden
665,Spewpa,High_plains
665,Spewpa,Icy_snow
665,Spewpa,Jungle
665,Spewpa,Marine
665,Spewpa,Meadow
665,Spewpa,Modern
665,Spewpa,Monsoon
665,Spewpa,Ocean
665,Spewpa,Pokeball
665,Spewpa,Polar
665,Spewpa,River
665,Spewpa,Sandstorm
665,Spewpa,Savanna
665,Spewpa,Sun
665,Spewpa,Tundra
666,Vivillon,Archipelago
666,Vivillon,Continental
666,Vivillon,Elegant
666,Vivillon,Fancy
666,Vivillon,Garden
666,Vivillon,High_plains
666,Vivillon,Icy_snow
666,Vivillon,Jungle
666,Vivillon,Marine
666,Vivillon,Meadow
666,Vivillon,Modern
666,Vivillon,Monsoon
666,Vivillon,Ocean
666,Vivillon,Pokeball
666,Vivillon,Polar
666,Vivillon,River
666,Vivillon,Sandstorm
666,Vivillon,Savanna
666,Vivillon,Sun
666,Vivillon,Tundra
667,Litleo,Normal
668,Pyroar,Female
668,Pyroar,Normal
669,Flabebe,Blue
669,Flabebe,Orange
669,Flabebe,Red
669,Flabebe,White
669,Flabebe,Yellow
670,Floette,Blue
670,Floette,Orange
670,Floette,Red
670,Floette,White
670,Floette,Yellow
671,Florges,Blue
671,Florges,Orange
671,Florges,Red
671,Florges,White
671,Florges,Yellow
672,Skiddo,Normal
673,Gogoat,Normal
674,Pancham,Normal
675,Pangoro,Normal
676,Furfrou,Dandy
676,Furfrou,Debutante
676,Furfrou,Diamond
676,Furfrou,Heart
676,Furfrou,Kabuki
676,Furfrou,La_reine
676,Furfrou,Matron
676,Furfrou,Natural
676,Furfrou,Pharaoh
676,Furfrou,Star
677,Espurr,Normal
678,Meowstic,Female
678,Meowstic,Male
679,Honedge,Normal
680,Doublade,Normal
681,Aegislash,Blade
681,Aegislash,Shield
682,Spritzee,Normal
683,Aromatisse,Normal
684,Swirlix,Normal
685,Slurpuff,Normal
686,Inkay,Normal
687,Malamar,Normal
688,Binacle,Normal
689,Barbaracle,Normal
690,Skrelp,Normal
691,Dragalge,Normal
692,Clauncher,Normal
693,Clawitzer,Normal
694,Helioptile,Normal
695,Heliolisk,Normal
696,Tyrunt,Normal
697,Tyrantrum,Normal
698,Amaura,Normal
699,Aurorus,Normal
700,Sylveon,Normal
701,Hawlucha,Normal
702,Dedenne,Normal
703,Carbink,Normal
704,Goomy,Normal
705,Sliggoo,Normal
706,Goodra,Normal
707,Klefki,Normal
708,Phantump,Normal
709,Trevenant,Normal
710,Pumpkaboo,Average
710,Pumpkaboo,Large
710,Pumpkaboo,Small
710,Pumpkaboo,Super
711,Gourgeist,Average
711,Gourgeist,Large
711,Gourgeist,Small
711,Gourgeist,Super
712,Bergmite,Normal
713,Avalugg,Hisuian
713,Avalugg,Normal
714,Noibat,Normal
715,Noivern,Normal
716,Xerneas,Normal
717,Yveltal,Normal
718,Zygarde,Complete
718,Zygarde,Complete_fifty_percent
718,Zygarde,Complete_ten_percent
718,Zygarde,Fifty_percent
718,Zygarde,Ten_percent
719,Diancie,Normal
720,Hoopa,Confined
720,Hoopa,Unbound
721,Volcanion,Normal
722,Rowlet,Normal
723,Dartrix,Normal
724,Decidueye,Hisuian
724,Decidueye,Normal
725,Litten,Normal
726,Torracat,Normal
727,Incineroar,Normal
728,Popplio,Normal
729,Brionne,Normal
730,Primarina,Normal
731,Pikipek,Normal
732,Trumbeak,Normal
733,Toucannon,Normal
734,Yungoos,Normal
735,Gumshoos,Normal
736,Grubbin,Normal
737,Charjabug,Normal
738,Vikavolt,Normal
739,Crabrawler,Normal
740,Crabominable,Normal
741,Oricorio,Baile
741,Oricorio,Pau
741,Oricorio,Pompom
741,Oricorio,Sensu
742,Cutiefly,Normal
743,Ribombee,Normal
744,Rockruff,Dusk
744,Rockruff,Normal
745,Lycanroc,Dusk
745,Lycanroc,Midday
745,Lycanroc,Midnight
746,Wishiwashi,School
746,Wishiwashi,Solo
747,Mareanie,Normal
748,Toxapex,Normal
749,Mudbray,Normal
750,Mudsdale,Normal
751,Dewpider,Normal
752,Araquanid,Normal
753,Fomantis,Normal
754,Lurantis,Normal
755,Morelull,Normal
756,Shiinotic,Normal
757,Salandit,Normal
758,Salazzle,Normal
759,Stufful,Normal
760,Bewear,Normal
760,Bewear,Wildarea_2025
761,Bounsweet,Normal
762,Steenee,Normal
763,Tsareena,Normal
764,Comfey,Normal
765,Oranguru,Normal
766,Passimian,Normal
767,Wimpod,Normal
768,Golisopod,Normal
769,Sandygast,Normal
770,Palossand,Normal
771,Pyukumuku,Normal
772,Type: Null,Normal
773,Silvally,Bug
773,Silvally,Dark
773,Silvally,Dragon
773,Silvally,Electric
773,Silvally,Fairy
773,Silvally,Fighting
773,Silvally,Fire
773,Silvally,Flying
773,Silvally,Ghost
773,Silvally,Grass
773,Silvally,Ground
773,Silvally,Ice
773,Silvally,Normal
773,Silvally,Poison
773,Silvally,Psychic
773,Silvally,Rock
773,Silvally,Steel
773,Silvally,Water
774,Minior,Blue
774,Minior,Green
774,Minior,Indigo
774,Minior,Orange
774,Minior,Red
774,Minior,Violet
774,Minior,Yellow
775,Komala,Normal
776,Turtonator,Normal
777,Togedemaru,Normal
778,Mimikyu,Busted
778,Mimikyu,Disguised
779,Bruxish,Normal
780,Drampa,Normal
781,Dhelmise,Normal
782,Jangmo-o,Normal
783,Hakamo-o,Normal
784,Kommo-o,Normal
785,Tapu Koko,Normal
786,Tapu Lele,Normal
787,Tapu Bulu,Normal
788,Tapu Fini,Normal
789,Cosmog,Normal
790,Cosmoem,Normal
791,Solgaleo,Normal
792,Lunala,Normal
793,Nihilego,Normal
